,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Language,Company,Internet
0,https://www.eqs-news.com/de/news/pvr/allianz-se-release-according-to-article-40-section-1-of-the-wphg-the-german-securities-trading-act-with-the-objective-of-europe-wide-distribution/1844283,2023-06-22,Stimmrechtsanteile,18.07.2023 14:50:18,Allianz SE,"Allianz SE: Release according to Article 40, Section 1 of the WpHG [the German Securities Trading Act] with the objective of Europe-wide distribution","22.06.2023 CET/CEST The EQS Distribution Services include Regulatory Announcements, Financial/Corporate News and Press Releases.Archive at www.eqs-news.com",,,,English,Allianz SE,www.allianz.com
