,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Language,Company,Internet
0,https://www.eqs-news.com/de/news/pvr/deutsche-telekom-ag-release-according-to-article-40-section-1-of-the-wphg-the-german-securities-trading-act-with-the-objective-of-europe-wide-distribution/1843967,2023-06-21,Stimmrechtsanteile,18.07.2023 14:55:40,Deutsche Telekom AG,"Deutsche Telekom AG: Release according to Article 40, Section 1 of the WpHG [the German Securities Trading Act] with the objective of Europe-wide distribution","21.06.2023 CET/CEST The EQS Distribution Services include Regulatory Announcements, Financial/Corporate News and Press Releases.Archive at www.eqs-news.com",,,,English,Deutsche Telekom AG,www.telekom.com
