,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Language,Company,Internet
0,https://www.eqs-news.com/de/news/pvr/mercedes-benz-group-ag-release-according-to-article-40-section-1-of-the-wphg-the-german-securities-trading-act-with-the-objective-of-europe-wide-distribution/1783335,2023-03-27,Stimmrechtsanteile,18.07.2023 15:00:11,Mercedes-Benz Group AG,"Mercedes-Benz Group AG: Release according to Article 40, Section 1 of the WpHG [the German Securities Trading Act] with the objective of Europe-wide distribution","27.03.2023 CET/CEST The EQS Distribution Services include Regulatory Announcements, Financial/Corporate News and Press Releases.Archive at www.eqs-news.com",,,,English,Mercedes-Benz Group AG,https://group.mercedes-benz.com
