,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Sprache,Unternehmen,Internet
0,https://www.eqs-news.com/de/news/cms/mercedes-benz-group-ag-veroeffentlichung-einer-kapitalmarktinformation/1851501,2023-07-03,Kapitalmarktinformation,18.07.2023 14:58:17,Mercedes-Benz Group AG,Mercedes-Benz Group AG: Veröffentlichung einer Kapitalmarktinformation,,,"Mercedes-Benz Group AG: AktienrückkaufBekanntmachung nach Art. 5 Abs. 1 lit. b), Abs. 3 der Verordnung (EU) Nr. 596/2014 i.V.m. Art. 2 Abs. 3 der Delegierten Verordnung (EU) Nr. 2016/1052Erwerb eigener Aktien – 18. ZwischenmeldungIm Zeitraum vom 26. Juni 2023 bis 30. Juni 2023 (jeweils einschließlich) wurden insgesamt Stück 350.069 Aktien der Mercedes-Benz Group AG im Rahmen des Aktienrückkaufs der Mercedes-Benz Group AG erworben, dessen Beginn mit Bekanntmachung vom 2. März 2023, gemäß Art. 5 Abs. 1 lit. a) der Verordnung (EU) Nr. 596/2014 i.V.m. Art. 2 Abs. 1 der Delegierten Verordnung (EU) Nr. 2016/1052 für den 3. März 2023 mitgeteilt wurde.Dabei wurden jeweils Aktien wie folgt erworben:Die Geschäfte in detaillierter Form sind auf der Internetseite von Mercedes-Benz Group AG veröffentlicht: https://group.mercedes-benz.com/aktienrueckkauf/Das Gesamtvolumen der bislang im Rahmen dieses Aktienrückkaufs im Zeitraum vom 3. März 2023 bis 30. Juni 2023 (jeweils einschließlich) erworbenen Aktien beläuft sich auf Stück 9.311.762 Aktien.Der Erwerb der Aktien der Mercedes-Benz Group AG erfolgt ausschließlich über die Börse durch ein von der Mercedes-Benz Group AG beauftragtes Kreditinstitut.Stuttgart, 30. Juni 2023Mercedes-Benz Group AG03.07.2023 CET/CEST Die EQS Distributionsservices umfassen gesetzliche Meldepflichten, Corporate News/Finanznachrichten und Pressemitteilungen.Medienarchiv unter https://eqs-news.com",,Deutsch,Mercedes-Benz Group AG,https://group.mercedes-benz.com
