,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Sprache,Unternehmen,Internet
0,https://www.eqs-news.com/de/news/pvr/bayer-aktiengesellschaft-veroeffentlichung-gemaess-c2a7-40-abs-1-wphg-mit-dem-ziel-der-europaweiten-verbreitung/1793429,2023-04-11,Stimmrechtsanteile,18.07.2023 14:47:27,Bayer Aktiengesellschaft,Bayer Aktiengesellschaft: Veröffentlichung gemäß § 40 Abs. 1 WpHG mit dem Ziel der europaweiten Verbreitung,"11.04.2023 CET/CEST Die EQS Distributionsservices umfassen gesetzliche Meldepflichten, Corporate News/Finanznachrichten und Pressemitteilungen.Medienarchiv unter https://eqs-news.com",,,,Deutsch,Bayer Aktiengesellschaft,www.bayer.com
