,r_link,r_date,r_type,r_scraped,r_comp_name,r_title,r_body_title,r_body_disc,r_text,r_text_after_contact,Sprache,Unternehmen,Internet
0,https://www.eqs-news.com/de/news/pvr/sap-se-veroeffentlichung-gemaess-c2a7-40-abs-1-wphg-mit-dem-ziel-der-europaweiten-verbreitung/1721985,2022-12-27,Stimmrechtsanteile,18.07.2023 14:43:07,SAP SE,SAP SE: Veröffentlichung gemäß § 40 Abs. 1 WpHG mit dem Ziel der europaweiten Verbreitung,"27.12.2022 CET/CEST Die EQS Distributionsservices umfassen gesetzliche Meldepflichten, Corporate News/Finanznachrichten und Pressemitteilungen.Medienarchiv unter https://eqs-news.com",,,,Deutsch,SAP SE,www.sap.com
